,Region, Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
0,Andhra Pradesh, 31-01-2016, M,17.91,20626291.0,62.67
1,Andhra Pradesh, 29-02-2016, M,9.98,19334918.0,53.5
2,Andhra Pradesh, 31-03-2016, M,10.72,19646970.0,54.73
3,Andhra Pradesh, 30-04-2016, M,5.51,18929583.0,49.76
4,Andhra Pradesh, 31-05-2016, M,6.29,21163390.0,56.02
5,Andhra Pradesh, 30-06-2016, M,4.51,18431598.0,47.81
6,Andhra Pradesh, 31-07-2016, M,4.87,19486726.0,50.67
7,Andhra Pradesh, 31-08-2016, M,4.03,18826519.0,48.45
8,Andhra Pradesh, 30-09-2016, M,7.6,19863483.0,53.02
9,Andhra Pradesh, 31-10-2016, M,10.06,19151488.0,52.44
10,Andhra Pradesh, 30-11-2016, M,5.23,19046358.0,49.43
11,Andhra Pradesh, 31-12-2016, M,4.64,18235985.0,46.97
12,Andhra Pradesh, 31-01-2017, M,5.85,19480036.0,50.74
13,Andhra Pradesh, 28-02-2017, M,4.75,18231391.0,46.88
14,Andhra Pradesh, 31-03-2017, M,3.06,18418217.0,46.47
15,Andhra Pradesh, 30-04-2017, M,3.52,18173679.0,46.01
16,Andhra Pradesh, 31-05-2017, M,2.3,17992099.0,44.91
17,Andhra Pradesh, 30-06-2017, M,3.65,17724207.0,44.8
18,Andhra Pradesh, 31-07-2017, M,2.66,17953658.0,44.85
19,Andhra Pradesh, 31-08-2017, M,3.43,17774825.0,44.7
20,Andhra Pradesh, 30-09-2017, M,6.59,18595636.0,48.28
21,Andhra Pradesh, 31-10-2017, M,3.51,17233209.0,43.25
22,Andhra Pradesh, 30-11-2017, M,3.32,18182263.0,45.48
23,Andhra Pradesh, 31-12-2017, M,4.01,18593687.0,46.77
24,Andhra Pradesh, 31-01-2018, M,5.79,17947085.0,45.93
25,Andhra Pradesh, 28-02-2018, M,3.97,17568645.0,44.06
26,Andhra Pradesh, 31-03-2018, M,4.22,17247729.0,43.3
27,Andhra Pradesh, 30-04-2018, M,3.65,17084469.0,42.58
28,Andhra Pradesh, 31-05-2018, M,4.01,17078661.0,42.66
29,Andhra Pradesh, 30-06-2018, M,4.51,16524370.0,41.44
30,Andhra Pradesh, 31-07-2018, M,5.25,17438268.0,44.01
31,Andhra Pradesh, 31-08-2018, M,4.33,17247277.0,43.05
32,Andhra Pradesh, 30-09-2018, M,4.88,17200185.0,43.11
33,Andhra Pradesh, 31-10-2018, M,5.56,15617337.0,39.37
34,Andhra Pradesh, 30-11-2018, M,5.24,16856909.0,42.29
35,Andhra Pradesh, 31-12-2018, M,4.2,17094902.0,42.37
36,Andhra Pradesh, 31-01-2019, M,5.21,17525876.0,43.83
37,Andhra Pradesh, 28-02-2019, M,5.76,15705618.0,39.46
38,Andhra Pradesh, 31-03-2019, M,5.17,16300531.0,40.64
39,Andhra Pradesh, 30-04-2019, M,4.02,17501776.0,43.05
40,Andhra Pradesh, 31-05-2019, M,4.36,16787801.0,41.38
41,Andhra Pradesh, 30-06-2019, M,3.27,16580510.0,40.35
42,Andhra Pradesh, 31-07-2019, M,4.29,16744148.0,41.12
43,Andhra Pradesh, 31-08-2019, M,3.68,17028869.0,41.5
44,Andhra Pradesh, 30-09-2019, M,5.41,16990761.0,42.11
45,Andhra Pradesh, 31-10-2019, M,3.86,16791781.0,40.88
46,Andhra Pradesh, 30-11-2019, M,5.14,16066455.0,39.59
47,Andhra Pradesh, 31-12-2019, M,5.39,17442360.0,43.03
48,Andhra Pradesh, 31-01-2020, M,5.48,16635535.0,41.02
49,Andhra Pradesh, 29-02-2020, M,5.83,16545652.0,40.9
50,Andhra Pradesh, 31-03-2020, M,5.79,15881197.0,39.18
51,Andhra Pradesh, 30-04-2020, M,20.51,11336911.0,33.1
52,Andhra Pradesh, 31-05-2020, M,17.43,12988845.0,36.46
53,Andhra Pradesh, 30-06-2020, M,3.31,19805400.0,47.41
54,Andhra Pradesh, 31-07-2020, M,8.34,15431615.0,38.91
55,Andhra Pradesh, 31-08-2020, M,6.96,15251776.0,37.83
56,Andhra Pradesh, 30-09-2020, M,6.4,15220312.0,37.47
57,Andhra Pradesh, 31-10-2020, M,6.64,15140379.0,37.32
58,Andhra Pradesh, 30-11-2020, M,6.02,15478231.0,37.84
59,Andhra Pradesh, 31-12-2020, M,6.71,15854431.0,39.0
60,Andhra Pradesh, 31-01-2021, M,4.48,16516412.0,39.62
61,Andhra Pradesh, 28-02-2021, M,3.74,16736552.0,39.78
62,Andhra Pradesh, 31-03-2021, M,5.88,15752408.0,38.24
63,Andhra Pradesh, 30-04-2021, M,4.91,15834266.0,37.99
64,Andhra Pradesh, 31-05-2021, M,12.83,15092065.0,39.44
65,Andhra Pradesh, 30-06-2021, M,7.43,15559239.0,38.24
66,Andhra Pradesh, 31-07-2021, M,8.68,15485255.0,38.52
67,Andhra Pradesh, 31-08-2021, M,6.49,16159788.0,39.2
68,Andhra Pradesh, 30-09-2021, M,6.07,16977784.0,40.94
69,Andhra Pradesh, 31-10-2021, M,5.37,15875697.0,37.95
70,Andhra Pradesh, 30-11-2021, M,6.33,15849249.0,38.22
71,Andhra Pradesh, 31-12-2021, M,5.62,16915954.0,40.43
72,Andhra Pradesh, 31-01-2022, M,6.17,15675627.0,37.63
73,Andhra Pradesh, 28-02-2022, M,7.1,15515845.0,37.57
74,Andhra Pradesh, 31-03-2022, M,9.16,15285329.0,37.79
75,Andhra Pradesh, 30-04-2022, M,5.3,16598072.0,39.31
76,Andhra Pradesh, 31-05-2022, M,4.38,15971197.0,37.41
77,Andhra Pradesh, 30-06-2022, M,4.43,14930793.0,34.94
78,Andhra Pradesh, 31-07-2022, M,5.79,15618902.0,37.02
79,Assam, 31-01-2016, M,5.89,11359949.0,51.38
80,Assam, 29-02-2016, M,12.68,11099822.0,54.01
81,Assam, 31-03-2016, M,4.31,10185318.0,45.13
82,Assam, 30-04-2016, M,0.65,10034857.0,42.74
83,Assam, 31-05-2016, M,3.78,10742464.0,47.15
84,Assam, 30-06-2016, M,10.23,10091196.0,47.38
85,Assam, 31-07-2016, M,13.02,9405383.0,45.49
86,Assam, 31-08-2016, M,8.33,10324130.0,47.28
87,Assam, 30-09-2016, M,8.28,10348445.0,47.27
88,Assam, 31-10-2016, M,7.58,9638230.0,43.61
89,Assam, 30-11-2016, M,10.43,9526435.0,44.38
90,Assam, 31-12-2016, M,3.88,10967264.0,47.52
91,Assam, 31-01-2017, M,8.0,10796302.0,48.78
92,Assam, 28-02-2017, M,6.79,9690200.0,43.13
93,Assam, 31-03-2017, M,7.11,9788608.0,43.63
94,Assam, 30-04-2017, M,2.0,10404676.0,43.87
95,Assam, 31-05-2017, M,12.79,11040428.0,52.21
96,Assam, 30-06-2017, M,10.88,10161665.0,46.93
97,Assam, 31-07-2017, M,8.61,10097422.0,45.39
98,Assam, 31-08-2017, M,4.8,10599812.0,45.65
99,Assam, 30-09-2017, M,8.69,11506550.0,51.56
100,Assam, 31-10-2017, M,10.0,10405814.0,47.21
101,Assam, 30-11-2017, M,10.3,10249424.0,46.57
102,Assam, 31-12-2017, M,7.03,10024090.0,43.85
103,Assam, 31-01-2018, M,7.42,11046486.0,48.43
104,Assam, 28-02-2018, M,9.76,10041204.0,45.08
105,Assam, 31-03-2018, M,5.85,10509903.0,45.14
106,Assam, 30-04-2018, M,3.58,11071967.0,46.34
107,Assam, 31-05-2018, M,6.29,12034894.0,51.72
108,Assam, 30-06-2018, M,8.57,10215989.0,44.91
109,Assam, 31-07-2018, M,7.85,10502434.0,45.72
110,Assam, 31-08-2018, M,3.9,11098521.0,46.23
111,Assam, 30-09-2018, M,11.19,11507942.0,51.77
112,Assam, 31-10-2018, M,5.33,10063961.0,42.39
113,Assam, 30-11-2018, M,8.18,10898176.0,47.23
114,Assam, 31-12-2018, M,6.11,11162155.0,47.22
115,Assam, 31-01-2019, M,5.11,12518130.0,52.28
116,Assam, 28-02-2019, M,5.36,10314086.0,43.12
117,Assam, 31-03-2019, M,6.78,11068934.0,46.88
118,Assam, 30-04-2019, M,5.0,11349197.0,47.07
119,Assam, 31-05-2019, M,4.75,13421041.0,55.41
120,Assam, 30-06-2019, M,5.87,10570564.0,44.07
121,Assam, 31-07-2019, M,4.1,11651371.0,47.59
122,Assam, 31-08-2019, M,6.49,10887620.0,45.51
123,Assam, 30-09-2019, M,5.07,13044829.0,53.61
124,Assam, 31-10-2019, M,5.76,9991084.0,41.27
125,Assam, 30-11-2019, M,4.91,11333409.0,46.31
126,Assam, 31-12-2019, M,0.88,10209749.0,39.95
127,Assam, 31-01-2020, M,4.66,13051904.0,52.98
128,Assam, 29-02-2020, M,4.41,10088268.0,40.77
129,Assam, 31-03-2020, M,4.77,11542888.0,46.73
130,Assam, 30-04-2020, M,11.06,6830817.0,29.55
131,Assam, 31-05-2020, M,9.55,11367897.0,48.26
132,Assam, 30-06-2020, M,0.6,9095944.0,35.07
133,Assam, 31-07-2020, M,3.77,10286757.0,40.88
134,Assam, 31-08-2020, M,5.53,9781310.0,39.52
135,Assam, 30-09-2020, M,1.19,14107641.0,54.38
136,Assam, 31-10-2020, M,3.02,11949329.0,46.84
137,Assam, 30-11-2020, M,3.98,10901371.0,43.07
138,Assam, 31-12-2020, M,7.64,10482404.0,42.97
139,Assam, 31-01-2021, M,1.53,13177962.0,50.57
140,Assam, 28-02-2021, M,1.65,11283161.0,43.27
141,Assam, 31-03-2021, M,1.06,11122329.0,42.31
142,Assam, 30-04-2021, M,0.19,10349575.0,38.95
143,Assam, 31-05-2021, M,0.05,15248170.0,57.19
144,Assam, 30-06-2021, M,0.62,10234141.0,38.53
145,Assam, 31-07-2021, M,1.9,11247012.0,42.81
146,Assam, 31-08-2021, M,6.65,10228186.0,40.83
147,Assam, 30-09-2021, M,3.51,16133085.0,62.18
148,Assam, 31-10-2021, M,3.7,11196548.0,43.15
149,Assam, 30-11-2021, M,4.12,10476421.0,40.47
150,Assam, 31-12-2021, M,5.82,11737225.0,46.07
151,Assam, 31-01-2022, M,8.52,14568405.0,58.75
152,Assam, 28-02-2022, M,10.15,10223787.0,41.9
153,Assam, 31-03-2022, M,7.69,10042536.0,39.98
154,Assam, 30-04-2022, M,1.18,10925256.0,40.55
155,Assam, 31-05-2022, M,8.24,14572896.0,58.13
156,Assam, 30-06-2022, M,17.19,9265409.0,40.87
157,Assam, 31-07-2022, M,3.69,10310079.0,39.03
158,Bihar, 31-01-2016, M,4.36,28057185.0,41.53
159,Bihar, 29-02-2016, M,6.71,30498497.0,46.19
160,Bihar, 31-03-2016, M,3.46,27221171.0,39.75
161,Bihar, 30-04-2016, M,6.38,29658522.0,44.57
162,Bihar, 31-05-2016, M,14.02,28478123.0,46.5
163,Bihar, 30-06-2016, M,9.85,30522107.0,47.43
164,Bihar, 31-07-2016, M,6.18,27690621.0,41.26
165,Bihar, 31-08-2016, M,13.0,29464621.0,47.24
166,Bihar, 30-09-2016, M,15.07,27765395.0,45.5
167,Bihar, 31-10-2016, M,6.96,28984634.0,43.27
168,Bihar, 30-11-2016, M,6.85,28112295.0,41.82
169,Bihar, 31-12-2016, M,4.63,29200982.0,42.34
170,Bihar, 31-01-2017, M,5.52,27676967.0,40.42
171,Bihar, 28-02-2017, M,3.96,29083045.0,41.7
172,Bihar, 31-03-2017, M,2.86,27673248.0,39.15
173,Bihar, 30-04-2017, M,1.57,28233171.0,39.33
174,Bihar, 31-05-2017, M,2.53,29318241.0,41.16
175,Bihar, 30-06-2017, M,1.94,29629790.0,41.26
176,Bihar, 31-07-2017, M,1.97,27760196.0,38.58
177,Bihar, 31-08-2017, M,3.57,27711437.0,39.06
178,Bihar, 30-09-2017, M,5.1,28123701.0,40.2
179,Bihar, 31-10-2017, M,5.04,28631228.0,40.81
180,Bihar, 30-11-2017, M,4.91,28158520.0,40.0
181,Bihar, 31-12-2017, M,5.31,28012830.0,39.87
182,Bihar, 31-01-2018, M,4.07,29478932.0,41.33
183,Bihar, 28-02-2018, M,7.05,28747971.0,41.51
184,Bihar, 31-03-2018, M,10.21,27605523.0,41.18
185,Bihar, 30-04-2018, M,7.97,27392078.0,39.78
186,Bihar, 31-05-2018, M,5.07,28900697.0,40.6
187,Bihar, 30-06-2018, M,7.6,28041995.0,40.39
188,Bihar, 31-07-2018, M,9.26,26680623.0,39.04
189,Bihar, 31-08-2018, M,9.27,26215273.0,38.28
190,Bihar, 30-09-2018, M,5.41,28043216.0,39.2
191,Bihar, 31-10-2018, M,9.56,26666955.0,38.9
192,Bihar, 30-11-2018, M,11.23,25928392.0,38.45
193,Bihar, 31-12-2018, M,8.14,25722354.0,36.78
194,Bihar, 31-01-2019, M,8.69,27289779.0,39.17
195,Bihar, 28-02-2019, M,11.47,26749981.0,39.53
196,Bihar, 31-03-2019, M,11.29,26382051.0,38.82
197,Bihar, 30-04-2019, M,12.19,25018247.0,37.11
198,Bihar, 31-05-2019, M,10.58,27351666.0,39.76
199,Bihar, 30-06-2019, M,10.58,27346572.0,39.66
200,Bihar, 31-07-2019, M,13.8,26308621.0,39.5
201,Bihar, 31-08-2019, M,11.84,25254973.0,36.99
202,Bihar, 30-09-2019, M,10.1,26983170.0,38.68
203,Bihar, 31-10-2019, M,12.66,27226568.0,40.08
204,Bihar, 30-11-2019, M,13.07,25527075.0,37.68
205,Bihar, 31-12-2019, M,10.73,25892391.0,37.13
206,Bihar, 31-01-2020, M,10.61,26397671.0,37.72
207,Bihar, 29-02-2020, M,10.29,26281655.0,37.35
208,Bihar, 31-03-2020, M,15.43,25717519.0,38.69
209,Bihar, 30-04-2020, M,46.64,16046236.0,38.17
210,Bihar, 31-05-2020, M,45.96,16280203.0,38.16
211,Bihar, 30-06-2020, M,17.82,23963933.0,36.86
212,Bihar, 31-07-2020, M,12.79,24989370.0,36.14
213,Bihar, 31-08-2020, M,13.44,23795534.0,34.59
214,Bihar, 30-09-2020, M,11.91,26902907.0,38.35
215,Bihar, 31-10-2020, M,9.82,25693252.0,35.7
216,Bihar, 30-11-2020, M,9.98,26021204.0,36.14
217,Bihar, 31-12-2020, M,12.65,24393328.0,34.84
218,Bihar, 31-01-2021, M,10.5,28016910.0,38.97
219,Bihar, 28-02-2021, M,11.47,25685968.0,36.05
220,Bihar, 31-03-2021, M,14.6,25734604.0,37.36
221,Bihar, 30-04-2021, M,11.54,24727431.0,34.58
222,Bihar, 31-05-2021, M,13.83,27342817.0,39.17
223,Bihar, 30-06-2021, M,10.5,25380747.0,34.94
224,Bihar, 31-07-2021, M,13.02,25373093.0,35.86
225,Bihar, 31-08-2021, M,13.61,23991739.0,34.06
226,Bihar, 30-09-2021, M,9.97,26732995.0,36.34
227,Bihar, 31-10-2021, M,13.88,24875414.0,35.28
228,Bihar, 30-11-2021, M,14.8,24569436.0,35.14
229,Bihar, 31-12-2021, M,15.98,23821810.0,34.48
230,Bihar, 31-01-2022, M,13.26,25633718.0,35.86
231,Bihar, 28-02-2022, M,13.89,24601362.0,34.6
232,Bihar, 31-03-2022, M,14.45,24069800.0,34.0
233,Bihar, 30-04-2022, M,21.05,23784643.0,36.33
234,Bihar, 31-05-2022, M,13.26,26704592.0,37.04
235,Bihar, 30-06-2022, M,13.98,24402703.0,34.06
236,Bihar, 31-07-2022, M,18.82,24153766.0,35.64
237,Chhattisgarh, 31-01-2016, M,2.38,8062186.0,41.83
238,Chhattisgarh, 29-02-2016, M,4.9,8160104.0,43.37
239,Chhattisgarh, 31-03-2016, M,3.07,8964452.0,46.64
240,Chhattisgarh, 30-04-2016, M,3.09,8310606.0,43.15
241,Chhattisgarh, 31-05-2016, M,5.41,8584637.0,45.56
242,Chhattisgarh, 30-06-2016, M,4.6,8525708.0,44.77
243,Chhattisgarh, 31-07-2016, M,4.53,9384490.0,49.13
244,Chhattisgarh, 31-08-2016, M,3.3,8555054.0,44.12
245,Chhattisgarh, 30-09-2016, M,7.9,9389548.0,50.73
246,Chhattisgarh, 31-10-2016, M,3.81,10395187.0,53.65
247,Chhattisgarh, 30-11-2016, M,4.52,9938956.0,51.56
248,Chhattisgarh, 31-12-2016, M,4.84,8514136.0,44.22
249,Chhattisgarh, 31-01-2017, M,4.13,8588739.0,44.18
250,Chhattisgarh, 28-02-2017, M,2.8,9516327.0,48.18
251,Chhattisgarh, 31-03-2017, M,3.06,9830840.0,49.79
252,Chhattisgarh, 30-04-2017, M,4.51,8828474.0,45.29
253,Chhattisgarh, 31-05-2017, M,4.5,8703496.0,44.55
254,Chhattisgarh, 30-06-2017, M,2.04,8708894.0,43.36
255,Chhattisgarh, 31-07-2017, M,1.24,9730235.0,47.94
256,Chhattisgarh, 31-08-2017, M,4.0,8863490.0,44.83
257,Chhattisgarh, 30-09-2017, M,4.75,8759506.0,44.55
258,Chhattisgarh, 31-10-2017, M,3.02,9049363.0,45.1
259,Chhattisgarh, 30-11-2017, M,3.28,9329292.0,46.52
260,Chhattisgarh, 31-12-2017, M,1.54,9205573.0,44.99
261,Chhattisgarh, 31-01-2018, M,6.72,8551446.0,44.01
262,Chhattisgarh, 28-02-2018, M,2.61,8316869.0,40.92
263,Chhattisgarh, 31-03-2018, M,3.2,8870407.0,43.81
264,Chhattisgarh, 30-04-2018, M,2.06,8529349.0,41.54
265,Chhattisgarh, 31-05-2018, M,4.34,8029058.0,39.95
266,Chhattisgarh, 30-06-2018, M,2.44,8107650.0,39.46
267,Chhattisgarh, 31-07-2018, M,3.38,8543548.0,41.89
268,Chhattisgarh, 31-08-2018, M,2.59,8405219.0,40.79
269,Chhattisgarh, 30-09-2018, M,22.24,8264838.0,50.13
270,Chhattisgarh, 31-10-2018, M,12.68,8502477.0,45.82
271,Chhattisgarh, 30-11-2018, M,5.51,8538469.0,42.43
272,Chhattisgarh, 31-12-2018, M,4.73,8258913.0,40.61
273,Chhattisgarh, 31-01-2019, M,7.87,8346885.0,42.35
274,Chhattisgarh, 28-02-2019, M,7.29,8719835.0,43.88
275,Chhattisgarh, 31-03-2019, M,3.71,9034510.0,43.67
276,Chhattisgarh, 30-04-2019, M,3.44,8596924.0,41.35
277,Chhattisgarh, 31-05-2019, M,9.8,8482147.0,43.57
278,Chhattisgarh, 30-06-2019, M,8.06,8800644.0,44.26
279,Chhattisgarh, 31-07-2019, M,5.48,9039059.0,44.11
280,Chhattisgarh, 31-08-2019, M,5.08,9000093.0,43.64
281,Chhattisgarh, 30-09-2019, M,8.63,8800594.0,44.23
282,Chhattisgarh, 31-10-2019, M,7.8,9340935.0,46.42
283,Chhattisgarh, 30-11-2019, M,4.23,9284214.0,44.32
284,Chhattisgarh, 31-12-2019, M,5.44,8984824.0,43.34
285,Chhattisgarh, 31-01-2020, M,9.65,8552172.0,43.08
286,Chhattisgarh, 29-02-2020, M,8.38,9195114.0,45.58
287,Chhattisgarh, 31-03-2020, M,7.54,9302317.0,45.59
288,Chhattisgarh, 30-04-2020, M,3.41,7600448.0,35.58
289,Chhattisgarh, 31-05-2020, M,10.5,6991217.0,35.23
290,Chhattisgarh, 30-06-2020, M,14.23,7332807.0,38.48
291,Chhattisgarh, 31-07-2020, M,10.27,8620294.0,43.14
292,Chhattisgarh, 31-08-2020, M,5.63,9050422.0,42.97
293,Chhattisgarh, 30-09-2020, M,1.99,9158315.0,41.77
294,Chhattisgarh, 31-10-2020, M,6.66,8589223.0,41.05
295,Chhattisgarh, 30-11-2020, M,3.38,8705350.0,40.1
296,Chhattisgarh, 31-12-2020, M,7.2,8391157.0,40.15
297,Chhattisgarh, 31-01-2021, M,6.38,8828785.0,41.78
298,Chhattisgarh, 28-02-2021, M,5.99,8882237.0,41.77
299,Chhattisgarh, 31-03-2021, M,2.69,8580167.0,38.89
300,Chhattisgarh, 30-04-2021, M,3.04,9463460.0,42.96
301,Chhattisgarh, 31-05-2021, M,8.03,9313760.0,44.47
302,Chhattisgarh, 30-06-2021, M,2.57,9485491.0,42.66
303,Chhattisgarh, 31-07-2021, M,3.25,8798367.0,39.76
304,Chhattisgarh, 31-08-2021, M,3.78,8832789.0,40.04
305,Chhattisgarh, 30-09-2021, M,4.44,8730656.0,39.76
306,Chhattisgarh, 31-10-2021, M,3.05,9273796.0,41.54
307,Chhattisgarh, 30-11-2021, M,1.78,9674618.0,42.68
308,Chhattisgarh, 31-12-2021, M,2.15,9178194.0,40.55
309,Chhattisgarh, 31-01-2022, M,2.95,8500938.0,37.78
310,Chhattisgarh, 28-02-2022, M,1.71,9017314.0,39.49
311,Chhattisgarh, 31-03-2022, M,0.62,9213563.0,39.81
312,Chhattisgarh, 30-04-2022, M,0.63,9182412.0,39.6
313,Chhattisgarh, 31-05-2022, M,0.71,9128904.0,39.3
314,Chhattisgarh, 30-06-2022, M,1.2,9264877.0,40.0
315,Chhattisgarh, 31-07-2022, M,0.81,9394165.0,40.31
316,Delhi, 31-01-2016, M,10.61,5482637.0,44.0
317,Delhi, 29-02-2016, M,10.84,4829996.0,38.78
318,Delhi, 31-03-2016, M,11.05,5513829.0,44.26
319,Delhi, 30-04-2016, M,6.3,5954845.0,45.28
320,Delhi, 31-05-2016, M,17.3,5523948.0,47.48
321,Delhi, 30-06-2016, M,15.68,5029744.0,42.3
322,Delhi, 31-07-2016, M,14.31,5328709.0,44.0
323,Delhi, 31-08-2016, M,6.85,5926344.0,44.9
324,Delhi, 30-09-2016, M,7.75,5430342.0,41.45
325,Delhi, 31-10-2016, M,11.55,5189367.0,41.21
326,Delhi, 30-11-2016, M,11.5,5522477.0,43.73
327,Delhi, 31-12-2016, M,11.32,5667635.0,44.68
328,Delhi, 31-01-2017, M,10.76,5283788.0,41.3
329,Delhi, 28-02-2017, M,12.09,5197662.0,41.15
330,Delhi, 31-03-2017, M,10.58,5166584.0,40.12
331,Delhi, 30-04-2017, M,7.42,5623114.0,42.07
332,Delhi, 31-05-2017, M,5.28,5362886.0,39.13
333,Delhi, 30-06-2017, M,3.76,5287746.0,37.88
334,Delhi, 31-07-2017, M,3.19,5159575.0,36.66
335,Delhi, 31-08-2017, M,6.8,5333841.0,39.27
336,Delhi, 30-09-2017, M,4.45,5108559.0,36.6
337,Delhi, 31-10-2017, M,3.67,5543827.0,39.3
338,Delhi, 30-11-2017, M,2.11,5325547.0,37.07
339,Delhi, 31-12-2017, M,5.61,5466654.0,39.37
340,Delhi, 31-01-2018, M,2.24,5473606.0,37.97
341,Delhi, 28-02-2018, M,1.57,5601495.0,38.5
342,Delhi, 31-03-2018, M,3.0,5137138.0,35.75
343,Delhi, 30-04-2018, M,3.6,5401058.0,37.73
344,Delhi, 31-05-2018, M,8.75,5349651.0,39.38
345,Delhi, 30-06-2018, M,8.99,5380924.0,39.62
346,Delhi, 31-07-2018, M,7.51,5297063.0,38.29
347,Delhi, 31-08-2018, M,12.32,5481518.0,41.7
348,Delhi, 30-09-2018, M,12.49,5709710.0,43.41
349,Delhi, 31-10-2018, M,10.0,5348642.0,39.45
350,Delhi, 30-11-2018, M,12.04,5551045.0,41.79
351,Delhi, 31-12-2018, M,9.59,5900135.0,43.11
352,Delhi, 31-01-2019, M,12.18,6006259.0,45.07
353,Delhi, 28-02-2019, M,11.56,5456349.0,40.57
354,Delhi, 31-03-2019, M,13.05,5471499.0,41.28
355,Delhi, 30-04-2019, M,8.37,5615928.0,40.11
356,Delhi, 31-05-2019, M,12.32,5925960.0,44.12
357,Delhi, 30-06-2019, M,12.67,5699248.0,42.5
358,Delhi, 31-07-2019, M,14.58,5559698.0,42.28
359,Delhi, 31-08-2019, M,13.61,5687918.0,42.67
360,Delhi, 30-09-2019, M,20.38,5808310.0,47.16
361,Delhi, 31-10-2019, M,12.49,6179875.0,45.54
362,Delhi, 30-11-2019, M,15.96,5618368.0,43.01
363,Delhi, 31-12-2019, M,11.23,5864011.0,42.4
364,Delhi, 31-01-2020, M,22.23,5805284.0,47.79
365,Delhi, 29-02-2020, M,14.84,5856307.0,43.92
366,Delhi, 31-03-2020, M,17.04,5553805.0,42.65
367,Delhi, 30-04-2020, M,16.68,3119274.0,23.8
368,Delhi, 31-05-2020, M,42.27,2632404.0,28.91
369,Delhi, 30-06-2020, M,18.19,4418914.0,34.17
370,Delhi, 31-07-2020, M,20.3,4291053.0,33.97
371,Delhi, 31-08-2020, M,13.79,4850107.0,35.41
372,Delhi, 30-09-2020, M,12.53,4958373.0,35.59
373,Delhi, 31-10-2020, M,6.27,4842698.0,32.36
374,Delhi, 30-11-2020, M,6.57,5058039.0,33.83
375,Delhi, 31-12-2020, M,7.56,5341068.0,36.01
376,Delhi, 31-01-2021, M,12.51,5157974.0,36.65
377,Delhi, 28-02-2021, M,7.99,5176344.0,34.9
378,Delhi, 31-03-2021, M,9.41,5123006.0,35.0
379,Delhi, 30-04-2021, M,27.32,4160172.0,35.33
380,Delhi, 31-05-2021, M,45.56,2879334.0,32.56
381,Delhi, 30-06-2021, M,8.8,5089957.0,34.28
382,Delhi, 31-07-2021, M,10.7,5013429.0,34.4
383,Delhi, 31-08-2021, M,11.57,5058858.0,34.97
384,Delhi, 30-09-2021, M,16.81,5232193.0,38.35
385,Delhi, 31-10-2021, M,10.97,5389286.0,36.82
386,Delhi, 30-11-2021, M,9.3,4983968.0,33.34
387,Delhi, 31-12-2021, M,9.84,5180463.0,34.77
388,Delhi, 31-01-2022, M,14.08,5363152.0,37.68
389,Delhi, 28-02-2022, M,9.31,5359184.0,35.59
390,Delhi, 31-03-2022, M,8.86,5171901.0,34.09
391,Delhi, 30-04-2022, M,11.18,5376548.0,36.28
392,Delhi, 31-05-2022, M,13.64,5432451.0,37.6
393,Delhi, 30-06-2022, M,10.28,5327114.0,35.4
394,Delhi, 31-07-2022, M,8.92,5215741.0,34.06
395,Goa, 31-01-2016, M,12.31,597685.0,56.13
396,Goa, 29-02-2016, M,10.75,582685.0,53.71
397,Goa, 31-03-2016, M,5.11,615303.0,53.29
398,Goa, 31-05-2016, M,16.04,590215.0,57.64
399,Goa, 30-06-2016, M,13.91,586814.0,55.83
400,Goa, 31-07-2016, M,5.25,623983.0,53.88
401,Goa, 31-08-2016, M,10.74,595317.0,54.51
402,Goa, 30-09-2016, M,13.28,616178.0,58.01
403,Goa, 31-10-2016, M,12.0,589874.0,54.66
404,Goa, 30-11-2016, M,9.73,603695.0,54.48
405,Goa, 31-12-2016, M,8.34,608771.0,54.04
406,Goa, 31-01-2017, M,12.24,620518.0,57.46
407,Goa, 28-02-2017, M,12.38,592760.0,54.93
408,Goa, 31-03-2017, M,8.55,603215.0,53.49
409,Goa, 30-04-2017, M,5.89,589160.0,50.72
410,Goa, 31-05-2017, M,9.89,622399.0,55.9
411,Goa, 30-06-2017, M,9.27,584881.0,52.11
412,Goa, 31-07-2017, M,3.95,590560.0,49.65
413,Goa, 31-08-2017, M,7.65,593907.0,51.87
414,Goa, 30-09-2017, M,6.67,602667.0,52.03
415,Goa, 31-10-2017, M,8.6,571857.0,50.35
416,Goa, 30-11-2017, M,2.83,588479.0,48.69
417,Goa, 31-12-2017, M,4.49,615914.0,51.78
418,Goa, 31-01-2018, M,4.97,567631.0,47.91
419,Goa, 28-02-2018, M,6.35,543703.0,46.53
420,Goa, 31-03-2018, M,3.33,594836.0,49.25
421,Goa, 30-04-2018, M,6.0,597612.0,50.83
422,Goa, 31-05-2018, M,3.25,583684.0,48.18
423,Goa, 30-06-2018, M,4.84,544876.0,45.68
424,Goa, 31-07-2018, M,3.8,579230.0,47.99
425,Goa, 31-08-2018, M,6.82,578404.0,49.41
426,Goa, 30-09-2018, M,4.11,563538.0,46.73
427,Goa, 31-10-2018, M,5.07,540168.0,45.19
428,Goa, 30-11-2018, M,2.14,552106.0,44.76
429,Goa, 31-12-2018, M,7.17,574795.0,49.07
430,Goa, 31-01-2019, M,7.45,481283.0,41.17
